sample_index,position,answer,url
114,9,olympus corporation,https://www.sears.com/olympus-neoprene-soft-digital-camera-case-tvs/p-SPM8855065723
114,10,olympus,https://www.bhphotovideo.com/c/product/459602-REG/Olympus_202066_Neoprene_Soft_Case_Gray.html/print
114,11,olympus,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
114,12,olympus,https://www.netherlands-tourism.com/lelystad/
114,13,olympus,https://www.amsterdamseedcenter.com/en/cannabis-seeds/green-house-seeds
114,14,olympus,https://www.linkedin.com/jobs/ui-ux-designer-jobs-holland-ma
115,0,directed electronics,https://www.bestbuy.com/site/directed-electronics-sportster-4-satellite-radio-receiver-with-vehicle-kit/7917356.p
115,1,directed electronics,https://www.bestbuy.com/site/reviews/directed-electronics-sportster-4-satellite-radio-receiver-with-vehicle-kit/7917356
115,2,directed electronics,https://www.manualslib.com/manual/318998/Sirius-Satellite-Radio-Sp4-Tk1.html
115,3,directed electronics,https://www.ebay.com/p/69818688
115,4,directed electronics,http://www.lightav.com/car/directedaudio/siriussportster4.html
115,5,directed electronics,https://www.amazon.com/Directed-Electronics-SP3TK1-Sportster-Satellite/dp/B000J4I4SW
115,6,directed electronics,http://www.directeddealers.com/manuals/og/sirius/SP4-TK1-User-Guide-051706a.pdf
115,7,directed electronics,https://www.amazon.com/Sirius-Satellite-Radio-Used-Electronics/s?rh=n%3A13033801%2Cp_n_condition-type%3A2224373011
115,8,directed electronics,https://www.amazon.com/SIRIUS-Sportster-Satellite-Radio-Receiver/dp/B000FMPGIY
115,9,directed electronics,https://www.amazon.com/sirius-sportster-antenna/s?k=sirius+sportster+antenna
115,10,directed electronics,https://www.amazon.ca/SIRIUS-Sportster-Satellite-Radio-Receiver/dp/B000FMPGIY
115,11,directed electronics,https://www.gosale.com/4931904/sirius-sportster-4-satellite
115,12,directed electronics,https://www.amazon.com/sirius-fm-transmitter/s?k=sirius+fm+transmitter
115,13,directed electronics,https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=SIRIUS+Sportster+4+Satellite+Radio+Receiver+with+Car+Kit
115,14,directed electronics,https://www.amazon.com/sirius-sportster-dock/s?k=sirius+sportster+dock
115,15,directed electronics,https://www.amazon.com/SIRIUS-Sportster-Satellite-Radio-Receiver/product-reviews/B000FMPGIY?pageNumber=7
115,16,directed electronics,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13966307-Connecting_through_Amsterdam_Airport-Amsterdam_North_Holland_Province.html
115,17,directed electronics,https://www.tripadvisor.com/ShowTopic-g188590-i60-k9005359-o20-Swingers_Clubs_Amsterdam-Amsterdam_North_Holland_Province.html
115,18,directed electronics,https://www.tripadvisor.com/ShowTopic-g188590-i60-k14132393-How_can_I_get_from_the_cruise_port_to_Rotterdam_City_Centre-Amsterdam_North_Holland_Province.html
115,19,directed electronics,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13878323-What_is_the_International_Transit_Zone_in_Schipol_Airport-Amsterdam_North_Holland_Province.html
116,0,denon,https://www.crutchfield.com/ISEO-rmsbcspd/p_033DV2930C/Denon-DVD-2930CI.html
116,1,denon,https://www.amazon.com/Denon-DVD-2930CI-Progressive-Player-Processing/dp/B000HDWXRI
116,2,denon,https://www.stereophile.com/content/review-denon-dvd-2930ci-converting-dvd-player
116,3,denon,https://www.cnet.com/reviews/denon-dvd-2930ci-review/
116,4,denon,https://www.techradar.com/reviews/audio-visual/dvd-players/denon-dvd-2930-280806/review
116,5,denon,https://www.bestbuy.com/site/denon-dvd-player-with-hd-upconversion/7862556.p
116,6,denon,https://www.manualslib.com/manual/38226/Denon-Dvd-2930ci.html
116,7,denon,https://www.amazon.com/Denon-DVD-2930CI-Progressive-Player-Processing/product-reviews/B000HDWXRI
116,8,denon,https://www.manualslib.com/manual/228252/Denon-Dvd-2930ci.html
116,9,denon,https://www.ebay.com/p/85091467
116,10,denon,https://www.crutchfield.com/ISEO-rmsbcspd/p_033DV1930C/Denon-DVD-1930CI.html
116,11,denon,https://www.denon.com/en-au/shop/dvdplayers/dvd2930
116,12,denon,https://reverb.com/item/29592532-dvd-player-with-pro-audio-denon-dvd-2930ci-2007
116,13,denon,https://www.ebay.com/itm/304809311997
116,14,denon,https://www.audiogon.com/bluebook/brands/denon/products/denon-dvd-2930ci
116,15,denon electronics (usa),https://denon.encompass.com/model/DENDVD2930CI
117,0,siriusxm,https://www.amazon.com/Sirius-Satellite-Radio-Home-Kit/dp/B000I2HAVW
117,1,sirius satellite radio,https://www.crutchfield.com/ISEO-rmsbcspd/p_607SUPH1/SIRIUS-SUPH1-Universal-Home-Kit.html
117,2,sirius satellite radio,https://www.newegg.com/sirius-satellite-radio-docks-cradles/p/N82E16882649007
117,3,sirius satellite radio,https://www.crutchfield.ca/p_607SUPH1/SIRIUS-SUPH1-Universal-Home-Kit.html
117,4,sirius,https://www.xm-radio-satellite.com/products/suph1-sirius-satellite-radio-home-accessory-kit
117,5,sirius satellite radio,https://www.amazon.com/Sirius-SUPV1-Universal-Dock-Vehicle/dp/B000I2EBVY
117,6,sirius satellite radio receiver,https://www.walmart.com/ip/Sirius-Plug-Play-Universal-Home-Kit-SUPH1-Accessory-kit-for-satellite-radio/5186402
117,7,sirius satellite radio,https://www.manualslib.com/manual/154480/Sirius-Satellite-Radio-Suph1.html
117,8,siriusxm satellite radio inc,https://www.bestbuy.com/site/shop/sirius-radio-receiver-for-home
117,9,sirius satellite radio receiver,https://www.walmart.com/ip/Sirius-SUPH1-Universal-Home-Kit/5186402
117,10,sirius satellite radio,https://www.ebay.com/p/1300092737
117,11,sirius satellite radio receiver the name of the product is,https://www.tss-radio.com/satellite-radio-accessories/car-and-home-kits/home-kits/sirius-dock-and-play-home-kit-suph1.html
117,12,sirius satellite radio receiver,https://www.ebay.com/itm/185814605132
117,13,echostar,https://www.echostar.com/
117,14,sirius satellite radio receiver,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
117,15,sirius satellite radio receiver,https://www.angloinfo.com/south-holland/directory/south-holland-windows-shutters-glazing-475
117,16,sirius satellite radio receiver,https://www.accuweather.com/en/nl/amsterdam/249758/weather-radar/249758
118,0,logitech,https://www.amazon.com/Logitech-diNovo-Edge-Keyboard-Black/dp/B000J43HJ8
118,1,logitech,https://www.ebay.com/p/74124900
118,2,logitech,https://www.manualslib.com/manual/380046/Logitech-967685-0403-Dinovo-Edge-Keyboard.html
118,3,logitech,https://www.amazon.com.au/Logitech-diNovo-Edge-Keyboard-Black/dp/B000J43HJ8
118,4,logitech,https://www.amazon.in/Logitech-967685-0403-Keyboard-Black/dp/B000J43HJ8
118,5,logitech,https://support.logi.com/hc/en-us/articles/360024845493--Downloads-diNovo-Edge
118,6,logitech,https://www.reallytech.net/catalog/product/view/id/431/s/logitech-dinovo-charging-dock-for-dinovo-wireless-keyboard/
118,7,logitech,https://www.ergodirect.com/product_info.php?products_id=15113
118,8,logitech,https://www.buydig.com/shop/product/LTDNOVOEDG/Logitech-diNovo-Edge
118,9,logitech,https://www.businessdirect.bt.com/products/logitech-dinovo-edge-keyboard-bluetooth-2-0edr-and-usb-adapter-967685-0120-49QB.html
118,10,logitech,https://www.barcodeplanet.com/logitech/part-967685-0403.htm
118,11,logitech,https://www.allstarshop.com/shop/Logitech-967685-0403_37_17137.html
118,12,logitech,https://pcbuilder.net/component-details/keyboard/logitech-dinovo-967685-0403/
118,13,logitech,https://icecat.biz/us/p/logitech/967685-0403/keyboards-dinovo+edge-1000661.html
118,14,logitech,https://www.shoplet.com/Logitech-diNovo-Edge-Keyboard-967685-0403/2L10865/spdv
118,15,logitech,https://www.bhphotovideo.com/c/buy/Mice-Keyboards/ci/13368
118,16,logitech,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
118,17,logitech,https://www.wunderground.com/weather/nl/amsterdam
118,18,logitech,https://www.netherlands-tourism.com/lelystad/
118,19,logitech,http://www.world-guides.com/europe/netherlands/north-holland/amsterdam/amsterdam_history.html
119,0,nikon corporation,https://www.nikonusa.com/en/Nikon-Products/Product/Batteries/EN-EL3e-Rechargeable-Li-ion-Battery.html
119,1,nikon corporation,https://www.amazon.com/Nikon-EN-EL3e-Rechargeable-Battery-Digital/dp/B000BYCKU8
119,2,nikon corporation,https://www.adorama.com/inkenel3e.html
119,3,nikon corporation,https://www.nikonusa.com/en/service-and-support/service-advisories/en-el3-battery-recall.html
119,4,synergy digital,https://www.amazon.com/EN-EL3a-Lithium-Ion-Battery-Rechargeable-replacement/dp/B006CW0MJY
119,5,nikon corporation,https://www.bestbuy.com/site/searchpage.jsp?id=pcat17071&st=Nikon+Lithium+Ion+Battery+Pack+En-el3e
119,6,nikon corporation,https://www.bhphotovideo.com/c/product/409071-REG/Nikon_25334_EN_EL3e_Rechargeable_Lithium_Ion_Battery.html/reviews
119,7,nikon corporation,https://www.amazon.co.uk/Nikon-25334-EN-EL3e-Rechargeable-Battery/dp/B000BYCKU8
119,8,nikon,https://www.amazon.in/Nikon-VAW13403-EN-EL3E-Rechargeable-Battery/dp/B000BYCKU8
119,9,nikon,https://store.nikon.ca/nikon-products/product/batteries/en-el3e-rechargeable-li-ion-battery.html
119,10,nikon corporation,https://camerax.com/product/nikon-en-el3e-rechargeable-lithium-ion-battery-1410mah/
119,11,nikon,https://www.nature.com/articles/362137a0
119,12,nikon,https://www.science.org/doi/10.1126/science.204.4400.1371
119,13,nikon corporation,https://www.accuweather.com/en/nl/amsterdam/249758/may-weather/249758
120,0,nikon,https://www.nikonusa.com/en/Nikon-Products/Product/Camera-Lenses/AF-S-DX-Zoom-Nikkor-55-200mm-f%252F4-5.6G-ED.html
120,1,nikon corporation,https://www.digitalcameraworld.com/reviews/nikon-af-s-dx-55-200mm-f4-56g-ed-vr-ii-review
120,2,nikon corporation,https://www.nikonusa.com/en/nikon-products/product/camera-lenses/af-s-dx-vr-zoom-nikkor-ed-55-200mm-f4-5.6g.html
120,3,nikon corporation,https://www.photographyblog.com/reviews/nikon_afs_dx_nikkor_55_200mm_f_4_56_g_ed_vr_ii_review
120,4,nikon,https://www.kenrockwell.com/nikon/55200.htm
120,5,nikon corporation,https://www.imaging-resource.com/lenses/nikon/55-200mm-f4-5.6g-if-ed-vr-dx-af-s-nikkor/review/
120,6,nikon corporation,https://www.imaging-resource.com/lenses/nikon/55-200mm-f4-5.6g-ed-dx-af-s-nikkor/review/
120,7,nikon,https://www.amazon.com/NIKON-AF-S-NIKKOR-55-200mm-4-5-6G/dp/B00RUBK53Y
120,8,nikon corporation,https://www.amazon.com/Nikon-55-200mm-Vibration-Reduction-packaging/dp/B000O161X0
120,9,nikon corporation,https://www.bestbuy.com/site/nikon-af-s-dx-nikkor-55-200mm-f-4-5-5-6g-ed-vr-ii-telephoto-zoom-lens-black/2803038.p
120,10,nikon,https://www.bestbuy.com/site/questions/nikon-af-s-dx-nikkor-55-200mm-f-4-5-5-6g-ed-vr-ii-telephoto-zoom-lens-black/2803038
120,11,nikon corporation,https://www.ebay.com/itm/304909952914
120,12,nikon corporation,https://www.dxomark.com/nikon-af-s-dx-55-200mm-f-4-5-6g-ed-vr-ii-lens-review-purposeful-upgrade/
120,13,nikon corporation,https://www.adorama.com/nk55200dx.html
120,14,nikon corporation,https://www.adorama.com/nk55200vr2ur.html
120,15,nikon,https://www.alltrails.com/netherlands/north-holland/amsterdam/birding
120,16,nikon,https://www.airbnb.com/amsterdam-netherlands/stays
120,17,nikon corporation,https://www.accuweather.com/en/nl/amsterdam/249758/april-weather/249758
120,18,nikon corporation,https://www.getyourguide.com/amsterdam-l36/amsterdam-gvb-public-transport-ticket-t97926/
121,0,sony corporation,https://www.ebay.com/p/1500439181
121,1,sony,https://www.ebay.com/itm/274758157033
121,2,sony,https://www.sony.com/electronics/support/accessories-camera-camcorder-accessories/lcs-csh
121,3,sony corporation,https://www.sony.com/electronics/support/accessories-camera-camcorder-accessories/lcs-csh/manuals
121,4,sony corporation,https://www.amazon.com/Sony-LCSCSJ-Carrying-Digital-Cameras/dp/B000MDY7K4
121,5,sony,https://www.amazon.com/Sony-LCSU11-Compact-Carrying-Cyber-Shot/dp/B00B06EOX2
121,6,sony corporation,https://www.newworldvideodirect.com/productdetail.asp?productid=2286
121,7,sony,https://poshmark.com/listing/Sony-Camera-Camcorder-Bag-LCSCSH-11-by-9-by-4-Black-Adjustable-Strap-633ca1444bf9ff235684a0b8
121,8,sony corporation,https://www.camerachums.com/Sony-LCS-CSH-Soft-Carrying-Case-for-Sony-Cyber-shot-Digital-Cameras-or-Handycam-Camcorders-with-Accessories/p-2286
121,9,sony,https://www.camerachums.com/ProductDetailPrint.asp?ProductID=2286
121,10,sony,http://salestores.com/sonylcsc.html
121,11,sony corporation,https://www.bonanza.com/items/like/1401840822/Sony-LCS-CSH-Soft-Carrying-Case-Black-Cyber-Shot
121,12,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k14114764-Arriving_at_Schiphol_Airport_Baggage_Claim-Amsterdam_North_Holland_Province.html
121,13,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13861757-How_early_to_arrive_at_AMS_airport-Amsterdam_North_Holland_Province.html
121,14,sony,https://www.skylinewebcams.com/en/webcam/netherlands/north-holland/amsterdam/amsterdam-dam-square.html
121,15,sony,https://www.skylinewebcams.com/en/webcam/netherlands/north-holland/amsterdam/central-station.html
122,0,olympus,https://www.bestbuy.com/site/olympus-slim-leather-case-black/8239952.p
122,1,olympus,https://www.amazon.com/Olympus-Leather-Compact-Digital-Cameras/dp/B000IN8HHM
122,2,olympus,https://www.ebay.com/itm/134375944520
122,3,olympus,https://www.amazon.com/Olympus-Leather-Compact-Digital-Cameras/dp/B000INF2NY
122,4,olympus,https://www.newegg.com/p/N82E16830997548
122,5,olympus,https://www.bestbuy.com/site/reviews/olympus-slim-leather-case-black/8239952
122,6,olympus,https://www.amazon.ca/Olympus-202087-Leather-Stylus-FE-180/dp/B000IN8HHM
122,7,olympus,https://www.buydig.com/shop/product/OM202087/Olympus-Premium-Slim-Leather-Case-Black
122,8,olympus,https://www.affioto.com/?p=1109
122,9,olympus,https://www.upcindex.com/50332400061
122,10,olympus,https://www.newegg.ca/p/N82E16830997548
122,11,olympus,https://www.ebay.com/itm/404065089544
122,12,olympus,https://il.ebay.com/b/Olympus-Leather-Black-Camera-Cases-Bags-Covers/107894/bn_84922890
122,13,olympus,https://www.walmart.com/ip/Olympus-Slim-Leather-Digital-Camera-Case-Black/5412232
122,14,olympus,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=4966750
122,15,olympus,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
122,16,olympus,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13711443-Waterproof_shoes_for_Amsterdam-Amsterdam_North_Holland_Province.html
122,17,olympus,https://www.netherlands-tourism.com/lelystad/
122,18,olympus,https://heavenly-holland.com/pyramids-amsterdam/
123,0,directed electronics,https://www.crutchfield.com/ISEO-rmsbcspd/p_607ST4/SIRIUS-Starmate-4.html
123,1,directed electronics,https://www.ebay.com/p/69816489
123,2,directed electronics,https://www.ebay.com/itm/394592941409
123,3,directed electronics,https://www.amazon.com/SIRIUS-ST4-TK1-Starmate-Satellite-Receiver/product-reviews/B000IS7WRI
123,4,directed electronics,https://www.amazon.com/Sirius-Starmate-replacement-satellite-receiver/dp/B00896DI56
123,5,directed electronics,http://www.lightav.com/car/directedaudio/directed_sirius_starmate4.html
123,6,directed electronics,https://www.bestbuy.com/site/directed-electronics-car-kit-for-starmate-replay-sirius-satellite-radio-receiver/7787736.p
123,7,directed electronics,https://www.siriusxm.ca/wp-content/uploads/2020/06/SiriusXM-User-Guide-Starmate.pdf
123,8,directed electronics,https://www.crutchfield.com/ISEO-rmsbcspd/p_220SDST5V1/SIRIUS-Starmate-5.html
123,9,directed electronics,https://content.abt.com/documents/14470/ST4TK1_om.pdf
123,10,directed electronics,https://satelliteradiosystems.org/2020/11/15/sirius-st4-tk1-starmate-4-activated-active-satellite-radio-receiver-with-car-kit/
123,11,directed electronics,https://www.insider.com/amsterdam-red-light-district-things-that-surprised-me-2022-1
123,12,directed electronics,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13878323-What_is_the_International_Transit_Zone_in_Schipol_Airport-Amsterdam_North_Holland_Province.html
123,13,directed electronics,https://www.webcamtaxi.com/en/amsterdam-live-webcams.html
123,14,directed electronics,https://www.linkedin.com/jobs/software-tester-jobs-amsterdam
124,0,olympus,https://www.amazon.com/Olympus-LI-42B-Li-Ion-Rechargeable-Battery/dp/B000F744T6
124,1,olympus,https://www.bhphotovideo.com/c/product/1329633-REG/olympus_v6200730u000_li_42b_3_rechrgable_lithium_ion.html
124,2,olympus,https://www.crutchfield.com/ISEO-rmsbcspd/p_279LI42B/Olympus-LI-42B.html
124,3,olympus,https://www.amazon.com/Olympus-LI-42B-Rechargeable-Battery-Silver/dp/B00DHEQNZW
124,4,olympus,https://www.ebay.com/p/102467549
124,5,olympus,https://www.walmart.com/ip/Olympus-LI-42B-Camera-battery-Li-Ion-740-mAh-for-Olympus-D-765-Stylus-Tough-TG-320-VG-165-180-Stylus-Smart-D-770-VG-180-Tough-TG-320/9722046
124,6,olympus corporation,http://www.olympus-replacement-battery.com/li-42b.htm
124,7,olympus,http://www.lithium-ion-battery.net/digital-camera-battery/olympus-li-42b.htm
124,8,chengjia store,https://www.newegg.com/p/pl?d=olympus+battery+li-42b
124,9,newmowa,https://www.newegg.com/p/pl?d=olympus+li-42b
124,10,olympus,https://www.battdepot.com/us/opn/digital+camera+battery/olympus/li-42b/dop006.aspx
124,11,kodak,https://www.walmart.com/ip/Olympus-FE-340-Battery-Replacement-for-Olympus-LI-40B-LI-42B-Digital-Camera-Battery-800mAh-3-7V-Lithium-Ion/963867414
124,12,olympus,https://www.amazon.ca/olympus-li-42b-battery/s?k=olympus+li-42b+battery
124,13,olympus,https://www.science.org/doi/10.1126/science.204.4400.1371
124,14,olympus,https://www.scirp.org/(S(i43dyn45teexjx455qlt3d2q))/reference/ReferencesPapers.aspx?ReferenceID=768456
124,15,olympus,https://www.insider.com/amsterdam-red-light-district-things-that-surprised-me-2022-1
124,16,olympus,https://www.accuweather.com/en/nl/amsterdam/249758/weather-forecast/249758
125,0,fellowes,https://www.amazon.com/Fellowes-Powershred-450Ms-Micro-Cut-Shredder/dp/B00PV16ING
125,1,fellowes inc,https://m.fellowes.com/us/en/Products/product-details.aspx?prod=US-3245001
125,2,fellowes,https://www.newegg.com/fellowes-3245001-home-office-shredders/p/N82E16846101037
125,3,fellowes,https://www.amazon.com/FEL3245001-Fellowes-Powershred-Medium-Duty-Micro-Cut/dp/B005CMPIYE
125,4,fellowes,http://www.acedepot.com/ms-450cs.html
125,5,fellowes,https://www.shoplet.com/Fellowes-Powershred-450Ms-Micro-Cut-Shredder/FEL3245001/spdv
125,6,fellowes,https://www.walmart.com/ip/Fellowes-MicroShred-MS-450Cs-Shredder-micro-shred-0-078-in-x-0-313-in-S4/10714745
125,7,fellowes,https://docs.rs-online.com/e6fc/0900766b80a57662.pdf
125,8,fellowes,https://www.adorama.com/fwms450cs.html
125,9,fellowes,https://www.sears.com/fellowes-powershred-450ms-medium-duty-micro-cut-shredder/p-SPM654627914
125,10,fellowes,https://www.officesupply.com/office-supplies/office-machines/shredders-accessories/micro-shredders/fellowes-powershred-450ms-micro-shredder/p21046.html
125,11,fellowes,https://www.newegg.com/global/sg-en/fellowes-3245001-home-office-shredders/p/N82E16846101037
125,12,fellowes,https://www.accuweather.com/en/nl/amsterdam/249758/may-weather/249758
125,13,fellowes,https://www.linkedin.com/jobs/working-student-jobs-amsterdam
125,14,fellowes,https://www.tripadvisor.com/ShowTopic-g188590-i60-k14056456-Covid_Entry_Requirements_Amsterdam-Amsterdam_North_Holland_Province.html
125,15,fellowes,https://www.linkedin.com/jobs/postdoctoral-researcher-jobs-amsterdam
126,0,fellowes powershred the name of the product,https://www.walmart.com/ip/Fellowes-Powershred-SB-97Cs-Shredder-cross-cut-0-16-in-x-1-5-in/8299796
126,1,fellowes,http://www.letterfolders-office-equipment.com/fedmsb17shco.html
126,2,fellowes,https://www.amazon.com/Fellowes-9C4-Powershred-Cross-Cut-Deskside/dp/B07YBXH9RH
126,3,fellowes,https://www.ebay.com/itm/115711431305
126,4,fellowes,https://www.clarybusinessmachines.com/Fellowes-Powershred-SB-97Cs-Cross-Cut-Shredder_10409.htm
126,5,fellowes,https://www.fellowes-shredder.com/collections/powershred
126,6,fellowes,https://www.officespecialties.com/fellowes_3219701_powershred_personal_confetti_cut_shredder_20255_prd1.htm
126,7,fellowes,http://a1officeproducts.warhead.com/content-product_info/product_id-3309/fellowes_powershred_sb_97cs_cross_cut_paper_shredder_3219701.html
126,8,fellowes,https://www.staples.com/Fellowes-Cross-Cut-Shredders/cat_CL141980/005z4-6zav1
126,9,fellowes,https://www.amazon.com/Fellowes-Powershred-Proof-Cross-Cut-Shredder/dp/B000YGO7HW
126,10,fellowes,https://officeequipmentmachineshop.com/products/Fellowes-SafeSense-PowerShred-SB-97Cs-Cross-Cut-Heavy-Duty-Shredder-3219701
126,11,fellowes,https://www.overstock.com/Office-Supplies/Fellowes-Powershred-Personal-SB-97Cs-Confetti-Cut-Shredder/2635601/product.html
126,12,fellowes,https://usbpi.com/index.php/product/1010067158
126,13,fellowes,https://m.fellowes.com/us/en/products/product-details.aspx?prod=US-1719601
126,14,fellowes,https://openlibrary.org/books/OL4912665M/Optical_properties_of_solids.
126,15,fellowes,https://openlibrary.org/books/OL3492665M/Fabrication_of_composites
126,16,fellowes,https://www.wunderground.com/weather/nl/amsterdam
126,17,fellowes,https://www.catholicdirectory.com/netherlands/amsterdam
127,0,sony corporation,https://www.amazon.com/Sony-Memory-Stick-Micro-Flash/dp/B000JQV8LA
127,1,sony corporation,https://www.amazon.com/1GB-Memory-Stick-Micro-M2/dp/B000XWNJI0
127,2,sony,https://www.ebay.com/p/129388132
127,3,sony corporation,https://www.crutchfield.com/ISEO-rmsbcspd/p_158MSA1G/Sony-Memory-Stick-Micro-1GB.html
127,4,sony,https://www.newegg.com/sony-1gb-memory-stick-micro/p/N82E16820234020
127,5,sony corporation,https://www.ebay.com/b/Sony-1-GB-Memory-Stick-Micro-M2-Camera-Memory-Cards/18871/bn_5583116
127,6,sony corporation,https://www.amazon.ca/Sony-Memory-Stick-Micro-Flash/dp/B000JQV8LA
127,7,sony corporation,https://www.walmart.com/ip/SONY-Memory-Stick-Micro-M2-1GB-MS-A1GD/2652425020
127,8,sony,https://icecat.biz/p/sony/msa-1gu/memory+cards-memorystick+micro+1gb+-m2-1605477.html
127,9,sony corporation,https://www.amazon.in/Sony-Memory-Stick-Micro-Flash/dp/B000JQV8LA
127,10,sony corporation,https://icecat.biz/us/p/sony/msa-1gu/memory+cards-memorystick+micro+1gb+-m2-1605477.html
127,11,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k14150502-Traveling_cash_only-Amsterdam_North_Holland_Province.html
127,12,sony,https://www.tripadvisor.com/ShowTopic-g188590-i60-k13864905-Best_way_to_get_GVB_tickets-Amsterdam_North_Holland_Province.html
127,13,sony corporation,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
128,0,bose,https://www.amazon.com/Bose-QuietComfort-Noise-Cancelling-Earbuds/dp/B08C4KWM9T
128,1,bose,https://www.amazon.com/Bose-Sport-Earbuds-Earphones-Headphones/dp/B08CJCTG6Z
128,2,bose corporation,https://www.bestbuy.com/site/shop/in-ear-bose-headphones
128,3,bose,https://www.bestbuy.com/site/shop/bose-soundsport-headphones
128,4,bose,https://www.bose.com/en_us/support/products/bose_headphones_support/bose_in_ear_headphones_support.html
128,5,bose,https://www.ebay.com/p/171544242
128,6,bose,https://www.bose.com/en_us/products/headphones.html
128,7,bose,https://www.headphones.sg/bose-quietcomfort-earbuds-ii-anc-true-wireless-in-ear-black/
128,8,bose,https://www.amazon.sa/-/en/Black-Earpad-Headband-QuietComfort-Replacement/dp/B01M7VWHYZ
128,9,bose,https://www.cbsnews.com/essentials/grad-gift-guide-best-headphones-for-grads-in-2023/
128,10,bose,https://www.amazon.in/Bose-Noise-Cancelling-Headphones-Black/dp/B07Q9MJKBV
128,11,bose,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=1892616
128,12,bose,https://www.netherlands-tourism.com/lelystad/
128,13,sony,https://www.ebay.com/itm/195743396256
128,14,bose,https://www.sotwe.com/houseandlifemag
129,0,canon,https://www.amazon.com/Canon-Compatible-PRO9000-PRO9500-Printers/dp/B000IKP29Q
129,1,canon,https://www.amazon.com/CLI-8R-Tank-Canon-Pixma-Pro9000/dp/B000JJS2UM
129,2,canon corporation,https://www.bhphotovideo.com/c/product/460315-REG/Canon_0626B002_CLI_8R_Red_Ink_Cartridge.html
129,3,canon,https://www.amazon.ca/Genuine-Canon-CLI-8R-Ink-Tank/dp/B000IKP29Q
129,4,canon,https://www.staples.com/Canon-CLI-8R-Red-Ink-Cartridge-0626B002/product_637783
129,5,canon,https://www.adorama.com/icacli8pr.html
129,6,canon,https://www.ebay.com/itm/275306719386
129,7,canon,https://www.powersourceonline.com/buy-equipment/canon_parts-0626B002-cy-en.jsa
129,8,canon u,https://www.usa.canon.com/support/p/pixma-pro9000
129,9,canon usa inc,https://www.bestbuy.com/site/canon-8-chromalife-ink-tank-for-canon-pixma-pro9000-printer-red/8112053.p
129,10,canon,https://www.colamco.com/product/canon-cli-cli-8-ink-cartridge-0626b002-374334
129,11,canon,https://www.adorama.com/icacli8pr3.html
129,12,canon usa inc,https://www.bhphotovideo.com/c/product/475183-REG/Canon_0620B015_CLI_8_8_Color_Multipack.html
129,13,canon,https://www.insider.com/amsterdam-red-light-district-things-that-surprised-me-2022-1
129,14,canon,https://www.tripadvisor.com/ShowTopic-g188590-i60-k10729609-Are_men_available_in_the_Red_Light_District_for_Women-Amsterdam_North_Holland_Province.html
129,15,canon,https://www.tripadvisor.com/ShowTopic-g188590-i60-k11852584-Best_adult_clubs_where_entry_is_restricted_for_naked_ppl-Amsterdam_North_Holland_Province.html
130,0,linksys,"https://downloads.linksys.com/downloads/userguide/WPSM54G_V10_UG_B-WEB,0.pdf"
130,1,linksys,https://www.amazon.com/Cisco-Linksys-WPSM54G-Wireless-G-Multifunction-Printer/dp/B000LSZ0Q0
130,2,linksys,https://www.newegg.com/linksys-wps54g/p/N82E16833124042
130,3,linksys,https://www.manualslib.com/manual/1334890/Linksys-Wpsm54g-V1-1.html
130,4,linksys,https://www.amazon.com/Cisco-Linksys-WPS54G-Wireless-G-802-11g-Server/dp/B0006G36TA
130,5,linksys,https://www.manualslib.com/manual/378101/Linksys-Wpsm54g-Wireless-G-Printserver-With-Multifunction-Printer-Support-Print-Server.html
130,6,linksys,https://downloads.linksys.com/downloads/quickinstall/1224638345268/WPSM54G_qi.pdf
130,7,linksys,https://superuser.com/questions/118264/how-can-i-use-linksys-wpsm54g-print-server-as-a-bridge-for-another-machine-and-a
130,8,linksys,https://www.shoplet.com/Linksys-WPSM54G-Wireless-G-USB-Print-Server-1-x-10-100Base-TX-Network-1-x-USB-WPSM54G/2L09815/spdv
130,9,linksys,https://downloads.linksys.com/downloads/quickinstall/1224639055499/WPSM54G-EU-v1.1_qi.pdf
130,10,linksys,https://www.bestbuy.com/site/linksys-802-11g-wireless-usb-print-server/8212819.p
